"","x"
"2139","1"
"2140","2"
"2141","1"
"2142","1"
"2143","2"
"2144","30"
"2145","45"
"2146","45"
"2147","29"
"2148","12"
"2149","36"
"2150","10"
"2151","1"
"2152","2"
"2153","12"
"2154","45"
"2155","12"
"2156","11"
"2157","24"
"2158","2"
"2159","2"
"2160","27"
"2161","38"
"2162","28"
"2163","2"
"2164","3"
"2165","43"
"2166","45"
"2167","25"
"2168","1"
"2169","12"
"2170","27"
"2171","33"
"2172","4"
"2173","31"
"2174","36"
"2175","26"
"2176","1"
"2177","1"
"2178","2"
"2179","31"
"2180","2"
"2181","3"
"2182","8"
"2183","40"
"2184","40"
"2185","25"
"2186","6"
"2187","2"
"2188","22"
"2189","45"
"2190","45"
"2191","2"
"2192","41"
"2193","42"
"2194","36"
"2195","41"
"2196","2"
"2197","3"
"2198","6"
"2199","8"
"2200","10"
"2201","36"
"2202","45"
"2203","2"
"2204","10"
"2205","2"
"2206","10"
"2207","1"
"2208","35"
"2209","28"
"2210","24"
"2211","3"
"2212","25"
"2213","45"
"2214","4"
"2215","41"
"2216","2"
"2217","2"
"2218","3"
"2219","2"
"2220","1"
"2221","41"
"2222","2"
"2223","22"
"2224","3"
"2225","2"
"2226","10"
"2227","2"
"2228","1"
"2229","28"
"2230","1"
"2231","2"
"2232","3"
"2233","30"
"2234","3"
"2235","5"
"2236","12"
"2237","31"
"2238","36"
"2239","1"
"2240","36"
"2241","1"
"2242","36"
"2243","36"
"2244","36"
"2245","27"
"2246","36"
"2247","36"
"2248","36"
"2249","26"
"2250","36"
"2251","1"
"2252","27"
"2253","35"
"2254","36"
"2255","2"
"2256","36"
"2257","36"
"2258","36"
"2259","36"
"2260","36"
"2261","36"
"2262","36"
"2263","36"
"2264","26"
"2265","36"
"2266","36"
"2267","36"
"2268","35"
"2269","33"
"2270","36"
"2271","36"
"2272","36"
"2273","36"
"2274","36"
"2275","36"
"2276","36"
"2277","36"
"2278","36"
"2279","30"
"2280","36"
"2281","36"
"2282","9"
"2283","36"
"2284","36"
"2285","36"
"2286","36"
"2287","36"
"2288","36"
"2289","40"
"2290","27"
"2291","36"
"2292","36"
"2293","36"
"2294","35"
"2295","12"
"2296","29"
"2297","31"
"2298","1"
"2299","43"
"2300","1"
"2301","36"
"2302","36"
"2303","36"
"2304","36"
"2305","36"
"2306","33"
"2307","36"
"2308","2"
"2309","36"
"2310","36"
"2311","27"
"2312","36"
"2313","30"
"2314","36"
"2315","36"
"2316","36"
"2317","36"
"2318","36"
"2319","36"
"2320","31"
"2321","36"
"2322","35"
"2323","29"
"2324","38"
"2325","31"
"2326","36"
"2327","36"
"2328","36"
"2329","40"
"2330","36"
"2331","36"
"2332","30"
"2333","1"
"2334","29"
"2335","36"
"2336","35"
"2337","38"
"2338","36"
"2339","33"
"2340","36"
"2341","36"
"2342","36"
"2343","36"
"2344","36"
"2345","3"
"2346","29"
"2347","30"
"2348","1"
"2349","36"
"2350","35"
"2351","36"
"2352","36"
"2353","36"
"2354","36"
"2355","28"
"2356","36"
"2357","1"
"2358","1"
"2359","36"
"2360","36"
"2361","36"
"2362","36"
"2363","36"
"2364","27"
"2365","1"
"2366","36"
"2367","36"
"2368","36"
"2369","38"
"2370","30"
"2371","2"
"2372","36"
"2373","1"
"2374","36"
"2375","35"
"2376","36"
"2377","36"
"2378","36"
"2379","36"
"2380","40"
"2381","36"
"2382","36"
"2383","36"
"2384","36"
"2385","36"
"2386","36"
"2387","30"
"2388","27"
"2389","36"
"2390","2"
"2391","37"
"2392","40"
"2393","35"
"2394","36"
"2395","36"
"2396","36"
"2397","36"
"2398","30"
"2399","36"
"2400","36"
"2401","1"
"2402","33"
"2403","9"
"2404","36"
"2405","36"
"2406","36"
"2407","30"
"2408","36"
"2409","36"
"2410","36"
"2411","36"
"2412","36"
"2413","3"
"2414","36"
"2415","36"
"2416","36"
"2417","40"
"2418","36"
"2419","30"
"2420","36"
"2421","1"
"2422","36"
"2423","36"
"2424","36"
"2425","36"
"2426","36"
"2427","33"
"2428","40"
"2429","36"
"2430","36"
"2431","35"
"2432","36"
"2433","38"
"2434","36"
"2435","36"
"2436","36"
"2437","36"
"2438","29"
"2439","9"
"2440","36"
"2441","36"
"2442","36"
"2443","38"
"2444","36"
"2445","36"
"2446","36"
"2447","36"
"2448","36"
"2449","36"
"2450","36"
"2451","1"
"2452","11"
"2453","36"
"2454","28"
"2455","33"
"2456","36"
"2457","36"
"2458","36"
"2459","30"
"2460","2"
"2461","1"
"2462","31"
"2463","35"
"2464","36"
"2465","10"
"2466","6"
"2467","3"
"2468","8"
"2469","1"
"2470","1"
"2471","45"
"2472","4"
"2473","6"
"2474","7"
"2475","8"
"2476","8"
"2477","9"
"2478","2"
"2479","45"
"2480","10"
"2481","1"
"2482","41"
"2483","3"
"2484","4"
"2485","2"
"2486","11"
"2487","10"
"2488","8"
"2489","10"
"2490","10"
"2491","2"
"2492","9"
"2493","44"
"2494","3"
"2495","1"
"2496","3"
"2497","45"
"2498","2"
"2499","10"
"2500","1"
"2501","10"
"2502","1"
"2503","6"
"2504","2"
"2505","8"
"2506","10"
"2507","2"
"2508","1"
"2509","3"
"2510","10"
"2511","6"
"2512","8"
"2513","10"
"2514","4"
"2515","1"
"2516","42"
"2517","10"
"2518","3"
"2519","3"
"2520","43"
"2521","1"
"2522","2"
"2523","5"
"2524","1"
"2525","3"
"2526","10"
"2527","1"
"2528","41"
"2529","1"
"2530","2"
"2531","41"
"2532","9"
"2533","1"
"2534","41"
"2535","42"
"2536","1"
"2537","2"
"2538","45"
"2539","43"
"2540","41"
"2541","8"
"2542","12"
"2543","1"
"2544","11"
"2545","11"
"2546","9"
"2547","7"
"2548","1"
"2549","3"
"2550","10"
"2551","2"
"2552","10"
"2553","5"
"2554","9"
"2555","4"
"2556","3"
"2557","10"
"2558","3"
"2559","1"
"2560","5"
"2561","7"
"2562","3"
"2563","10"
"2564","4"
"2565","10"
"2566","3"
"2567","1"
"2568","45"
"2569","3"
"2570","4"
"2571","2"
"2572","45"
"2573","10"
"2574","4"
"2575","10"
"2576","1"
"2577","1"
"2578","41"
"2579","44"
"2580","5"
"2581","6"
"2582","11"
"2583","9"
"2584","6"
"2585","42"
"2586","11"
"2587","7"
"2588","10"
"2589","3"
"2590","41"
"2591","10"
"2592","10"
"2593","2"
"2594","11"
"2595","10"
"2596","2"
"2597","2"
"2598","41"
"2599","10"
"2600","45"
"2601","41"
"2602","2"
"2603","42"
"2604","42"
"2605","6"
"2606","1"
"2607","2"
"2608","5"
"2609","10"
"2610","1"
"2611","3"
"2612","7"
"2613","10"
"2614","11"
"2615","6"
"2616","42"
"2617","42"
"2618","22"
"2619","23"
"2620","14"
"2621","17"
"2622","20"
"2623","17"
"2624","22"
"2625","13"
"2626","17"
"2627","22"
"2628","23"
"2629","20"
"2630","22"
"2631","20"
"2632","24"
"2633","17"
"2634","17"
"2635","18"
"2636","22"
"2637","20"
"2638","23"
"2639","23"
"2640","23"
"2641","17"
"2642","22"
"2643","14"
"2644","23"
"2645","16"
"2646","23"
"2647","22"
"2648","22"
"2649","26"
"2650","17"
"2651","18"
"2652","23"
"2653","17"
"2654","19"
"2655","22"
"2656","23"
"2657","12"
"2658","24"
"2659","22"
"2660","17"
"2661","18"
"2662","18"
"2663","14"
"2664","14"
"2665","17"
"2666","17"
"2667","18"
"2668","18"
"2669","24"
"2670","23"
"2671","17"
"2672","14"
"2673","23"
"2674","22"
"2675","22"
"2676","20"
"2677","18"
"2678","22"
"2679","17"
"2680","12"
"2681","22"
"2682","14"
"2683","23"
"2684","23"
"2685","22"
"2686","23"
"2687","22"
"2688","22"
"2689","14"
"2690","14"
"2691","19"
"2692","20"
"2693","17"
"2694","22"
"2695","17"
"2696","14"
"2697","22"
"2698","17"
"2699","22"
"2700","14"
"2701","22"
"2702","22"
"2703","22"
"2704","25"
"2705","26"
"2706","25"
"2707","25"
"2708","14"
"2709","13"
"2710","14"
"2711","25"
"2712","22"
"2713","22"
"2714","14"
"2715","14"
"2716","26"
"2717","22"
"2718","14"
"2719","14"
"2720","14"
"2721","14"
"2722","24"
"2723","22"
"2724","26"
"2725","14"
"2726","25"
"2727","14"
"2728","14"
"2729","18"
"2730","21"
"2731","14"
"2732","14"
"2733","24"
"2734","28"
"2735","28"
"2736","22"
"2737","22"
"2738","22"
"2739","20"
"2740","24"
"2741","22"
"2742","26"
"2743","14"
"2744","22"
"2745","20"
"2746","20"
"2747","22"
"2748","17"
"2749","23"
"2750","13"
"2751","22"
"2752","22"
"2753","23"
"2754","16"
"2755","19"
"2756","22"
"2757","22"
"2758","23"
"2759","17"
"2760","18"
"2761","22"
"2762","19"
"2763","23"
"2764","17"
"2765","14"
"2766","12"
"2767","12"
"2768","22"
"2769","18"
"2770","17"
"2771","23"
"2772","18"
"2773","16"
"2774","22"
"2775","14"
"2776","22"
"2777","16"
"2778","23"
"2779","20"
"2780","23"
"2781","18"
"2782","14"
"2783","14"
"2784","22"
"2785","23"
"2786","22"
"2787","23"
"2788","22"
"2789","18"
"2790","25"
"2791","25"
"2792","12"
"2793","16"
"2794","22"
"2795","20"
"2796","20"
"2797","16"
"2798","24"
"2799","12"
"2800","26"
"2801","23"
"2802","27"
"2803","23"
"2804","18"
"2805","23"
"2806","24"
"2807","17"
"2808","24"
"2809","18"
"2810","20"
"2811","23"
"2812","17"
"2813","23"
"2814","23"
"2815","23"
"2816","17"
"2817","20"
"2818","17"
"2819","23"
"2820","18"
"2821","22"
"2822","26"
"2823","17"
"2824","17"
"2825","18"
"2826","20"
"2827","23"
"2828","22"
"2829","22"
"2830","14"
"2831","14"
"2832","18"
"2833","20"
"2834","23"
"2835","14"
"2836","17"
"2837","16"
"2838","22"
"2839","22"
"2840","22"
"2841","17"
"2842","20"
"2843","18"
"2844","16"
"2845","22"
"2846","20"
"2847","17"
"2848","21"
"2849","23"
"2850","18"
"2851","18"
"2852","23"
"2853","20"
"2854","22"
"2855","22"
"2856","23"
"2857","24"
"2858","16"
"2859","14"
"2860","23"
"2861","14"
"2862","22"
"2863","18"
"2864","22"
"2865","17"
"2866","16"
"2867","20"
"2868","23"
"2869","17"
"2870","22"
"2871","18"
"2872","22"
"2873","23"
"2874","22"
"2875","22"
"2876","17"
"2877","17"
"2878","12"
"2879","26"
"2880","12"
"2881","20"
"2882","14"
"2883","23"
"2884","22"
"2885","22"
"2886","23"
"2887","12"
"2888","24"
"2889","12"
"2890","18"
"2891","25"
"2892","22"
"2893","23"
"2894","25"
"2895","26"
"2896","20"
"2897","17"
"2898","26"
"2899","16"
"2900","14"
"2901","17"
"2902","25"
"2903","23"
"2904","28"
"2905","20"
"2906","22"
"2907","17"
"2908","17"
"2909","22"
"2910","17"
"2911","22"
"2912","22"
"2913","22"
"2914","22"
"2915","17"
"2916","17"
"2917","23"
"2918","16"
"2919","17"
"2920","20"
"2921","18"
"2922","23"
"2923","22"
"2924","23"
"2925","22"
"2926","22"
"2927","18"
"2928","19"
"2929","23"
"2930","22"
"2931","20"
"2932","17"
"2933","20"
"2934","23"
"2935","20"
"2936","23"
"2937","20"
"2938","23"
"2939","22"
"2940","17"
"2941","20"
"2942","22"
"2943","22"
"2944","20"
"2945","14"
"2946","22"
"2947","23"
"2948","23"
"2949","19"
"2950","22"
"2951","17"
"2952","20"
"2953","22"
"2954","22"
"2955","14"
"2956","23"
"2957","22"
"2958","41"
"2959","23"
"2960","20"
"2961","22"
"2962","20"
"2963","23"
"2964","18"
"2965","14"
"2966","23"
"2967","18"
"2968","22"
"2969","17"
"2970","20"
"2971","22"
"2972","22"
"2973","22"
"2974","18"
"2975","22"
"2976","12"
"2977","22"
"2978","14"
"2979","22"
"2980","23"
"2981","22"
"2982","22"
"2983","25"
"2984","22"
"2985","22"
"2986","23"
"2987","24"
"2988","22"
"2989","22"
"2990","12"
"2991","25"
"2992","22"
"2993","22"
"2994","25"
"2995","26"
"2996","24"
"2997","26"
"2998","26"
"2999","14"
"3000","14"
"3001","23"
"3002","22"
"3003","17"
"3004","13"
"3005","23"
"3006","22"
"3007","14"
"3008","22"
"3009","22"
"3010","22"
"3011","23"
"3012","17"
"3013","17"
"3014","14"
"3015","24"
"3016","22"
"3017","23"
"3018","20"
"3019","25"
"3020","20"
"3021","20"
"3022","12"
"3023","23"
"3024","20"
"3025","18"
"3026","23"
"3027","22"
"3028","20"
"3029","20"
"3030","23"
"3031","22"
"3032","25"
"3033","23"
"3034","23"
"3035","20"
"3036","22"
"3037","22"
"3038","14"
"3039","22"
"3040","20"
"3041","23"
"3042","22"
"3043","14"
"3044","22"
"3045","22"
"3046","16"
"3047","22"
"3048","17"
"3049","22"
"3050","22"
"3051","17"
"3052","20"
"3053","22"
"3054","22"
"3055","23"
"3056","22"
"3057","41"
"3058","14"
"3059","22"
"3060","22"
"3061","25"
"3062","25"
"3063","14"
"3064","23"
"3065","28"
"3066","26"
"3067","12"
"3068","12"
"3069","25"
"3070","16"
"3071","26"
"3072","26"
"3073","12"
"3074","21"
"3075","14"
"3076","22"
"3077","23"
"3078","12"
"3079","12"
"3080","12"
"3081","28"
"3082","12"
"3083","25"
"3084","25"
"3085","25"
"3086","26"
"3087","14"
"3088","14"
"3089","14"
"3090","17"
"3091","22"
"3092","14"
"3093","22"
"3094","24"
"3095","14"
"3096","26"
"3097","25"
"3098","25"
"3099","26"
"3100","17"
"3101","26"
"3102","12"
"3103","12"
"3104","15"
"3105","20"
"3106","12"
"3107","27"
"3108","12"
"3109","14"
"3110","22"
"3111","12"
"3112","25"
"3113","20"
"3114","23"
"3115","22"
"3116","14"
"3117","22"
"3118","17"
"3119","22"
"3120","22"
"3121","14"
"3122","26"
"3123","22"
"3124","22"
"3125","23"
"3126","41"
"3127","22"
"3128","17"
"3129","14"
"3130","22"
"3131","22"
"3132","23"
"3133","14"
"3134","14"
"3135","14"
"3136","16"
"3137","22"
"3138","17"
"3139","22"
"3140","22"
"3141","20"
"3142","24"
"3143","23"
"3144","22"
"3145","23"
"3146","22"
"3147","22"
"3148","20"
"3149","23"
"3150","14"
"3151","22"
"3152","22"
"3153","20"
"3154","14"
"3155","20"
"3156","22"
"3157","25"
"3158","22"
"3159","22"
"3160","22"
"3161","25"
"3162","25"
"3163","22"
"3164","26"
"3165","12"
"3166","14"
"3167","14"
"3168","14"
"3169","14"
"3170","25"
"3171","12"
"3172","26"
"3173","25"
"3174","25"
"3175","22"
"3176","12"
"3177","12"
"3178","12"
"3179","26"
"3180","17"
"3181","26"
"3182","26"
"3183","23"
"3184","14"
"3185","26"
"3186","12"
"3187","22"
"3188","26"
"3189","12"
"3190","22"
"3191","26"
"3192","23"
"3193","26"
"3194","26"
"3195","24"
"3196","22"
"3197","14"
"3198","29"
"3199","12"
"3200","12"
"3201","26"
"3202","17"
"3203","12"
"3204","22"
"3205","25"
"3206","26"
"3207","14"
"3208","13"
"3209","26"
"3210","14"
"3211","28"
"3212","12"
"3213","40"
"3214","20"
"3215","12"
"3216","22"
"3217","20"
"3218","26"
"3219","14"
"3220","14"
"3221","14"
"3222","25"
"3223","26"
"3224","22"
"3225","28"
"3226","25"
"3227","13"
"3228","26"
"3229","24"
"3230","25"
"3231","25"
"3232","22"
"3233","14"
"3234","14"
"3235","26"
"3236","25"
"3237","25"
"3238","26"
"3239","14"
"3240","25"
"3241","14"
"3242","14"
"3243","1"
"3244","9"
"3245","3"
"3246","3"
"3247","9"
"3248","10"
"3249","1"
"3250","11"
"3251","2"
"3252","10"
"3253","41"
"3254","2"
"3255","2"
"3256","41"
"3257","2"
"3258","9"
"3259","3"
"3260","3"
"3261","12"
"3262","10"
"3263","3"
"3264","6"
"3265","3"
"3266","10"
"3267","1"
"3268","41"
"3269","5"
"3270","1"
"3271","2"
"3272","6"
"3273","11"
"3274","3"
"3275","2"
"3276","1"
"3277","42"
"3278","2"
"3279","2"
"3280","6"
"3281","10"
"3282","11"
"3283","3"
"3284","2"
"3285","6"
"3286","2"
"3287","6"
"3288","2"
"3289","7"
"3290","41"
"3291","2"
"3292","11"
"3293","8"
"3294","10"
"3295","10"
"3296","9"
"3297","12"
"3298","5"
"3299","10"
"3300","10"
"3301","8"
"3302","1"
"3303","9"
"3304","5"
"3305","10"
"3306","2"
"3307","2"
"3308","3"
"3309","1"
"3310","3"
"3311","42"
"3312","42"
"3313","1"
"3314","3"
"3315","8"
"3316","3"
"3317","45"
"3318","6"
"3319","3"
"3320","44"
"3321","10"
"3322","10"
"3323","3"
"3324","45"
"3325","10"
"3326","42"
"3327","6"
"3328","12"
"3329","43"
"3330","2"
"3331","8"
"3332","44"
"3333","6"
"3334","22"
"3335","10"
"3336","5"
"3337","41"
"3338","5"
"3339","7"
"3340","42"
"3341","12"
"3342","2"
"3343","1"
"3344","2"
"3345","12"
"3346","3"
"3347","42"
"3348","10"
"3349","2"
"3350","2"
"3351","45"
"3352","42"
"3353","12"
"3354","3"
"3355","10"
"3356","10"
"3357","44"
"3358","10"
"3359","10"
"3360","12"
"3361","3"
"3362","41"
"3363","3"
"3364","10"
"3365","42"
"3366","8"
"3367","10"
"3368","4"
"3369","10"
"3370","10"
"3371","11"
"3372","42"
"3373","44"
"3374","10"
"3375","2"
"3376","10"
"3377","10"
"3378","42"
"3379","1"
"3380","11"
"3381","1"
"3382","41"
"3383","7"
"3384","5"
"3385","10"
"3386","5"
"3387","45"
"3388","10"
"3389","2"
"3390","2"
"3391","4"
"3392","41"
"3393","41"
"3394","10"
"3395","42"
"3396","3"
"3397","44"
"3398","42"
"3399","10"
"3400","42"
"3401","41"
"3402","3"
"3403","10"
"3404","42"
"3405","1"
"3406","45"
"3407","2"
"3408","5"
"3409","1"
"3410","41"
"3411","45"
"3412","45"
"3413","7"
"3414","42"
"3415","41"
"3416","10"
"3417","11"
"3418","44"
"3419","10"
"3420","2"
"3421","10"
"3422","45"
"3423","10"
"3424","42"
"3425","5"
"3426","8"
"3427","45"
"3428","5"
"3429","42"
"3430","42"
"3431","42"
"3432","10"
"3433","42"
"3434","42"
"3435","11"
"3436","4"
"3437","11"
"3438","8"
"3439","9"
"3440","10"
"3441","10"
"3442","7"
"3443","42"
"3444","45"
"3445","2"
"3446","42"
"3447","3"
"3448","42"
"3449","42"
"3450","42"
"3451","3"
"3452","5"
"3453","6"
"3454","41"
"3455","5"
"3456","11"
"3457","3"
"3458","45"
"3459","41"
"3460","42"
"3461","10"
"3462","2"
"3463","1"
"3464","12"
"3465","3"
"3466","12"
"3467","1"
"3468","1"
"3469","1"
"3470","1"
"3471","10"
"3472","1"
"3473","10"
"3474","3"
"3475","3"
"3476","3"
"3477","8"
"3478","1"
"3479","42"
"3480","45"
"3481","10"
"3482","1"
"3483","42"
"3484","1"
"3485","11"
"3486","3"
"3487","1"
"3488","3"
"3489","9"
"3490","41"
"3491","1"
"3492","10"
"3493","3"
"3494","2"
"3495","1"
"3496","9"
"3497","41"
"3498","1"
"3499","3"
"3500","1"
"3501","8"
"3502","10"
"3503","5"
"3504","6"
"3505","10"
"3506","10"
"3507","41"
"3508","41"
"3509","5"
"3510","42"
"3511","1"
"3512","10"
"3513","2"
"3514","10"
"3515","12"
"3516","41"
"3517","10"
"3518","10"
"3519","10"
"3520","3"
"3521","5"
"3522","10"
"3523","10"
"3524","45"
"3525","42"
"3526","42"
"3527","3"
"3528","41"
"3529","10"
"3530","5"
"3531","10"
"3532","4"
"3533","10"
"3534","10"
"3535","41"
"3536","10"
"3537","42"
"3538","10"
"3539","11"
"3540","10"
"3541","44"
"3542","2"
"3543","41"
"3544","10"
"3545","2"
"3546","10"
"3547","11"
"3548","11"
"3549","10"
"3550","10"
"3551","6"
"3552","3"
"3553","10"
"3554","10"
"3555","12"
"3556","1"
"3557","42"
"3558","4"
"3559","9"
"3560","1"
"3561","10"
"3562","6"
"3563","3"
"3564","41"
"3565","8"
"3566","10"
"3567","4"
"3568","2"
"3569","45"
"3570","1"
"3571","42"
"3572","42"
"3573","10"
"3574","10"
"3575","3"
"3576","5"
"3577","1"
"3578","3"
"3579","42"
"3580","1"
"3581","45"
"3582","41"
"3583","42"
"3584","41"
"3585","10"
"3586","3"
"3587","42"
"3588","10"
"3589","3"
"3590","1"
"3591","7"
"3592","42"
"3593","43"
"3594","10"
"3595","7"
"3596","5"
"3597","2"
"3598","3"
"3599","11"
"3600","10"
"3601","10"
"3602","10"
"3603","10"
"3604","7"
"3605","3"
"3606","2"
"3607","10"
"3608","44"
"3609","41"
"3610","3"
"3611","42"
"3612","10"
"3613","10"
"3614","10"
"3615","44"
"3616","1"
"3617","3"
"3618","45"
"3619","3"
"3620","10"
"3621","7"
"3622","3"
"3623","45"
"3624","5"
"3625","10"
"3626","2"
"3627","3"
"3628","42"
"3629","42"
"3630","12"
"3631","1"
"3632","3"
"3633","2"
"3634","42"
"3635","1"
"3636","2"
"3637","42"
"3638","10"
"3639","42"
"3640","1"
"3641","5"
"3642","12"
"3643","5"
"3644","8"
"3645","5"
"3646","41"
"3647","8"
"3648","3"
"3649","10"
"3650","41"
"3651","5"
"3652","42"
"3653","10"
"3654","10"
"3655","5"
"3656","44"
"3657","43"
"3658","5"
"3659","5"
"3660","3"
"3661","11"
"3662","41"
"3663","10"
"3664","2"
"3665","11"
"3666","4"
"3667","42"
"3668","45"
"3669","11"
"3670","11"
"3671","3"
"3672","42"
"3673","42"
"3674","10"
"3675","45"
"3676","6"
"3677","3"
"3678","2"
"3679","7"
"3680","10"
"3681","2"
"3682","10"
"3683","42"
"3684","11"
"3685","45"
"3686","10"
"3687","8"
"3688","44"
"3689","41"
"3690","10"
"3691","2"
"3692","9"
"3693","10"
"3694","7"
"3695","45"
"3696","42"
"3697","43"
"3698","4"
"3699","41"
"3700","27"
"3701","8"
"3702","1"
"3703","45"
"3704","45"
"3705","10"
"3706","42"
"3707","10"
"3708","10"
"3709","8"
"3710","44"
"3711","10"
"3712","42"
"3713","45"
"3714","42"
"3715","44"
"3716","3"
"3717","10"
"3718","8"
"3719","3"
"3720","42"
"3721","22"
"3722","10"
"3723","10"
"3724","2"
"3725","10"
"3726","41"
"3727","2"
"3728","10"
"3729","10"
"3730","10"
"3731","1"
"3732","7"
"3733","10"
"3734","2"
"3735","2"
"3736","2"
"3737","42"
"3738","43"
"3739","3"
"3740","10"
"3741","10"
"3742","42"
"3743","11"
"3744","8"
"3745","42"
"3746","4"
"3747","7"
"3748","42"
"3749","41"
"3750","10"
"3751","7"
"3752","42"
"3753","1"
"3754","10"
"3755","10"
"3756","11"
"3757","1"
"3758","3"
"3759","10"
"3760","42"
"3761","1"
"3762","10"
"3763","10"
"3764","41"
"3765","41"
"3766","2"
"3767","7"
"3768","9"
"3769","10"
"3770","10"
"3771","42"
"3772","7"
"3773","10"
"3774","10"
"3775","42"
"3776","11"
"3777","3"
"3778","10"
"3779","10"
"3780","1"
"3781","45"
"3782","6"
"3783","8"
"3784","12"
"3785","10"
"3786","12"
"3787","7"
"3788","1"
"3789","41"
"3790","1"
"3791","10"
"3792","5"
"3793","42"
"3794","41"
"3795","42"
"3796","6"
"3797","2"
"3798","3"
"3799","2"
"3800","10"
"3801","2"
"3802","41"
"3803","4"
"3804","11"
"3805","10"
"3806","42"
"3807","10"
"3808","4"
"3809","1"
"3810","2"
"3811","8"
"3812","10"
"3813","10"
"3814","10"
"3815","42"
"3816","10"
"3817","4"
"3818","2"
"3819","4"
"3820","10"
"3821","10"
"3822","3"
"3823","3"
"3824","7"
"3825","41"
"3826","10"
"3827","5"
"3828","3"
"3829","42"
"3830","3"
"3831","45"
"3832","3"
"3833","10"
"3834","42"
"3835","1"
"3836","2"
"3837","10"
"3838","42"
"3839","2"
"3840","2"
"3841","11"
"3842","7"
"3843","42"
"3844","5"
"3845","42"
"3846","8"
"3847","1"
"3848","42"
"3849","2"
"3850","2"
"3851","2"
"3852","42"
"3853","4"
"3854","42"
"3855","41"
"3856","11"
"3857","2"
"3858","10"
"3859","10"
"3860","44"
"3861","42"
"3862","10"
"3863","42"
"3864","3"
"3865","2"
"3866","41"
"3867","42"
"3868","45"
"3869","7"
"3870","42"
"3871","11"
"3872","41"
"3873","1"
"3874","41"
"3875","7"
"3876","11"
"3877","12"
"3878","3"
"3879","41"
"3880","41"
"3881","2"
"3882","10"
"3883","42"
"3884","42"
"3885","2"
"3886","1"
"3887","10"
"3888","9"
"3889","22"
"3890","7"
"3891","10"
"3892","11"
"3893","41"
"3894","1"
"3895","10"
"3896","10"
"3897","10"
"3898","10"
"3899","42"
"3900","1"
"3901","10"
"3902","42"
"3903","7"
"3904","1"
"3905","42"
"3906","8"
"3907","11"
"3908","10"
"3909","42"
"3910","43"
"3911","1"
"3912","11"
"3913","41"
"3914","6"
"3915","2"
"3916","2"
"3917","11"
"3918","1"
"3919","10"
"3920","3"
"3921","7"
"3922","41"
"3923","11"
"3924","1"
"3925","41"
"3926","5"
"3927","10"
"3928","1"
"3929","42"
"3930","2"
"3931","10"
"3932","7"
"3933","10"
"3934","2"
"3935","9"
"3936","5"
"3937","42"
"3938","42"
"3939","7"
"3940","10"
"3941","10"
"3942","41"
"3943","42"
"3944","10"
"3945","10"
"3946","10"
"3947","41"
"3948","10"
"3949","22"
"3950","43"
"3951","1"
"3952","2"
"3953","2"
"3954","10"
"3955","3"
"3956","11"
"3957","10"
"3958","3"
"3959","8"
"3960","10"
"3961","7"
"3962","42"
"3963","11"
"3964","42"
"3965","2"
"3966","3"
"3967","1"
"3968","7"
"3969","1"
"3970","42"
"3971","2"
"3972","3"
"3973","10"
"3974","41"
"3975","2"
"3976","7"
"3977","10"
"3978","7"
"3979","42"
"3980","2"
"3981","6"
"3982","1"
"3983","42"
"3984","41"
"3985","42"
"3986","41"
"3987","42"
"3988","22"
"3989","41"
"3990","42"
"3991","2"
"3992","2"
"3993","1"
"3994","2"
"3995","41"
"3996","2"
"3997","10"
"3998","1"
"3999","2"
"4000","5"
"4001","41"
"4002","1"
"4003","42"
"4004","1"
"4005","11"
"4006","2"
"4007","9"
"4008","5"
"4009","42"
"4010","3"
"4011","42"
"4012","42"
"4013","8"
"4014","1"
"4015","42"
"4016","3"
"4017","10"
"4018","1"
"4019","10"
"4020","2"
"4021","42"
"4022","10"
"4023","10"
"4024","10"
"4025","1"
"4026","42"
"4027","3"
"4028","5"
"4029","2"
"4030","42"
"4031","11"
"4032","10"
"4033","5"
"4034","8"
"4035","1"
"4036","11"
"4037","10"
"4038","42"
"4039","7"
"4040","2"
"4041","5"
"4042","41"
"4043","10"
"4044","42"
"4045","1"
"4046","10"
"4047","5"
"4048","10"
"4049","42"
"4050","10"
"4051","7"
"4052","42"
"4053","2"
"4054","10"
"4055","42"
"4056","42"
"4057","41"
"4058","1"
"4059","1"
"4060","2"
"4061","42"
"4062","10"
"4063","42"
"4064","41"
"4065","7"
"4066","45"
"4067","42"
"4068","10"
"4069","41"
"4070","5"
"4071","42"
"4072","5"
"4073","42"
"4074","41"
"4075","42"
"4076","42"
"4077","45"
"4078","3"
"4079","3"
"4080","42"
"4081","10"
"4082","10"
"4083","10"
"4084","1"
"4085","36"
"4086","1"
"4087","33"
"4088","10"
"4089","10"
"4090","2"
"4091","9"
"4092","3"
"4093","3"
"4094","10"
"4095","1"
"4096","10"
"4097","10"
"4098","27"
"4099","42"
"4100","38"
"4101","1"
"4102","30"
"4103","1"
"4104","1"
"4105","27"
"4106","12"
"4107","2"
"4108","42"
"4109","8"
"4110","1"
"4111","3"
"4112","27"
"4113","26"
"4114","2"
"4115","4"
"4116","41"
"4117","1"
"4118","1"
"4119","31"
"4120","1"
"4121","27"
"4122","11"
"4123","12"
"4124","1"
"4125","10"
"4126","1"
"4127","1"
"4128","10"
"4129","1"
"4130","2"
"4131","36"
"4132","1"
"4133","1"
"4134","3"
"4135","12"
"4136","35"
"4137","3"
