Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3
-2.357698585,-11,2.818908295,-0.733749875,-3.967895745,-2.099358165,1.108430675,-2.261706315,-1.840285015,2.845098055,-0.953667755,-0.470333625,-11,-11,-11,-11,-0.732191985,-11,-2.243758995,-11,-11,-4.178166195,1.053302015,-1.823162315,-0.374593725,-3.499934265,-0.981946975,-11,-2.672778005,-5.429837825,-3.509213455,-7.751380225,-7.853067765,-2.495383015,-4.538378215,-0.801294935,-4.128753135,-11,-1.930513365,0.565960095,-11,-4.125846785
-3.53218155,-11,-11,-1.92181033,-11,-2.82332603,0.18565377,1.59907097,-2.23631268,3.64183787,1.43176524,0.65913492,-11,-11,-11,-1.74369283,-2.8032639,-11,-2.38542225,-11,-11,-11,1.77958851,-1.28511552,-0.22994279,-4.2682984,-11,-11,-1.12393187,-11,-11,-11,-3.88982103,-1.32426243,-3.24547112,-4.23972714,-11,-11,-0.88164146,2.18370632,-11,-11
-3.063609435,-11,2.524554905,0.223619525,-1.098327605,-1.836944105,1.168317115,-0.528641555,-1.291100855,3.241232545,-0.836002765,-1.373234095,-11,-11,-11,-11,-0.653546895,-11,-11,-11,-11,-11,1.386453045,-1.592754245,-0.710329745,-1.733307445,-1.854387105,-2.956389175,-0.563309265,-11,-11,-11,-5.196812185,-2.117384105,-11,-11,-2.455440425,-3.383134905,-2.283586185,0.403733605,-6.474059185,-11
-2.36593883,-11,3.8724493,0.80770662,-1.51158069,-1.24861687,2.66405276,-0.62509469,-0.80543715,3.69397052,0.41115606,-0.67114485,-4.51032053,-11,-2.78210868,-3.33734539,0.31566771,-11,-1.47715443,-11,-4.11765453,-11,2.55020058,-1.56255304,-11,-4.60284083,0.99063605,-4.78045174,0.64011743,-11,-3.98153049,-5.99356692,-3.98775645,0.24184113,-4.06088274,-0.62915725,-3.93295532,-4.30885831,-1.39931677,0.72104476,-5.15660871,-11
-1.450460985,-11,3.975260125,-0.136674885,-1.049156465,-1.547098845,1.892033765,-1.690949235,-1.492624375,3.181117645,0.386831195,-0.228297175,-11,-1.947072525,-3.730251585,-11,-1.132999965,-11,-1.670090725,-11,-3.782603035,-3.771426545,1.309667235,-0.904679375,-1.367740215,-11,1.883131545,-11,-0.918635925,-11,-2.291776545,-3.980034095,-4.959489225,0.181969365,-11,0.586610875,-1.877643065,-4.527291185,-1.866620005,-1.052169975,-6.184844955,-11
-4.408063248,-11,2.391361813,-0.270245928,-2.524738588,-2.597151788,1.196007773,-3.911512498,-1.036608728,4.041313313,-2.184698688,-1.209744598,-11,-5.651302458,-11,-11,-0.888256338,-11,-2.184359538,-11,-4.274766358,-2.508842558,1.259223613,-0.963315028,-2.095218298,-11,0.100131252,-11,-4.822037568,-11,-1.601594268,-11,-5.308576058,-0.544887628,-4.625295678,-1.126229718,-11,-11,-2.122769568,0.637422313,-6.130845368,-2.962779018
-11,-5.377841243,-11,-4.207819883,-11,-6.593329513,-0.530942562,-5.139355343,-5.922971463,-0.702062483,0.551526528,-1.123408473,-11,-11,-11,-11,-11,-11,-1.917893003,-11,-11,-11,-0.010663802,-3.306717353,-0.680017442,-11,-11,-11,-11,-11,-11,-11,-11,-5.173592963,-11,-11,-11,-11,-11,-11,-4.283018923,-2.479426553
-4.240623898,-11,3.144057863,0.288300533,-0.271233817,-2.825646678,2.207041603,-0.416444407,-2.318327848,4.108990683,-0.171988897,-3.247519538,-11,-11,-11,-11,-0.666584117,-11,-2.776057758,-11,-3.791822038,-11,2.619588553,0.335032683,0.388543763,-4.224797498,-0.541302867,-1.654226078,-0.475304608,-11,-11,-3.511023048,-4.626327668,-0.405496477,-2.832293878,-4.939605758,-11,-1.414752858,-0.688794157,1.117452743,-11,-11
-3.37488412,-11,3.00637021,0.90427624,-4.52637586,-1.85418553,0.56377947,0.62484674,-2.85998001,3.04254579,-0.31655705,-2.0673655,-11,-4.99770663,-11,-11,-0.57367998,-11,-2.07503909,-11,-11,-11,2.10372746,-1.50872083,-1.99162999,-4.41785983,-1.01280456,-11,-11,-11,-11,-11,-6.49782215,-0.8332951,-11,-11,-11,-11,-1.6453961,1.07525091,-5.67459031,-1.67433291
-3.03779965,-11,2.59120265,0.06895258,-1.58331561,-1.14569227,2.33877728,-0.46023285,-2.99157616,3.51996343,-0.43032388,-0.52338493,-11,-11,-11,-11,-0.53404534,-11,-2.34938251,-11,-5.0010328,-4.6142071,2.23001159,-1.63490125,-1.03607243,-3.695728,-1.87538677,-11,0.32840509,-11,-3.96181141,-11,-3.94372129,-0.90884024,-11,-3.18303912,-11,-2.55184447,-1.0177489,0.7752374,-5.14537179,-11
-11,-11,-0.497361143,-1.581082743,-4.775055803,-3.641445893,-1.487101073,-1.261801443,-3.659728443,1.066557528,-0.980378963,-3.723045303,-11,-11,-11,-11,-0.793421783,-11,-2.446335153,-11,-11,-11,2.986049378,-0.108913413,-11,-5.928920523,-11,-11,-11,-11,-11,-11,-11,-11,-3.069326353,-11,-11,-11,-2.169983773,-0.511028933,-6.551254943,-2.151153013
-3.667512375,-11,1.970738745,-0.575252575,-4.471269125,-2.751423425,1.762442885,-0.547903495,-1.681854945,4.114898635,-1.457280625,-2.578634455,-11,-11,-11,-11,-1.648952975,-11,-2.745577325,-11,-11,-11,2.072700775,-1.322978875,-0.963030745,-2.849155405,-3.223924565,-11,-0.784712285,-11,-11,-11,-4.938481335,-0.931618395,-11,-11,-11,-3.479851045,-1.339842805,0.620813395,-8.596224485,-11
-4.798769008,-11,4.457155933,0.574114273,-2.104650738,0.190382393,1.675962203,-4.064590588,-2.357720138,3.317882613,-0.095353678,-0.636052387,-11,-11,-11,-11,-11,-11,-3.120534468,-11,-11,-2.677055448,2.539295113,-1.125826868,-0.565672517,-4.357589508,0.241413743,-11,0.301527803,-11,-11,-11,-3.433755908,0.130342203,-11,-4.159303638,-2.122669908,-2.593175568,-1.976537978,0.906675213,-6.779162658,-4.291867848
-3.015065078,-11,3.837381383,0.442014873,-2.272349098,-4.588465108,2.254759813,1.462047493,-0.702321997,4.602278853,-0.113670978,-1.076231098,-11,-11,-11,-2.218187988,-1.370331938,-11,-2.409222838,-11,-11,-3.278760748,2.354282683,-0.290732947,-1.450796678,-11,-11,-11,-0.119437397,-5.833060058,-11,-11,-7.228258978,-11,-2.640438868,-11,-3.670875598,-2.772384878,-0.097345067,2.009798583,-11,-3.496858668
-3.600386858,-11,1.536068713,-0.068580767,-4.100742748,-6.290108678,1.515821183,0.256752733,-1.492037188,3.093878333,-0.376144328,-0.898682538,-11,-11,-3.568687028,-3.139521648,-11,-11,-11,-11,-11,-3.317057808,1.956097643,-1.343543998,-1.902273018,-11,-11,-11,0.270771663,-11,-3.770597968,-11,-5.272123108,-0.977460587,-3.843514078,-4.182978458,-3.678396848,-3.588336688,-1.111750198,0.574326643,-7.407751648,-11
-1.997041288,-11,0.713336323,-0.192876147,-1.438039418,-2.060788958,0.940886523,-1.585288978,-2.015002818,3.694362533,-0.136603058,-1.658306478,-11,-11,-11,-11,-1.319673968,-11,-3.697394408,-11,-11,-11,1.778135783,-1.790906018,-1.149127138,-11,-1.466563828,-5.010237228,-1.704437388,-11,-11,-11,-5.077722698,-2.295178158,-11,-11,-11,-11,-1.710236318,0.731102043,-7.614382448,-4.071276098
-2.331697615,-11,3.598184305,-1.142893885,-1.487735185,-2.634291145,-0.025205165,-4.969214065,-3.185832655,3.041366555,-0.632399995,-0.247116635,-11,-11,-2.316025265,-2.604532595,-2.071870025,-11,-11,-11,-2.674922815,-1.641313245,1.144572265,-0.800944645,-0.427013835,-6.252272675,-0.603535435,-2.756416355,-2.506765885,-11,-4.238245295,-8.018212315,-6.680734785,0.079010765,-4.233588485,0.059678485,-2.553000575,-5.745998595,-1.850913155,-0.779583905,-5.804130685,-11
-3.02674051,-11,1.38681391,0.04915616,-4.42640224,-1.47642095,2.24718942,-0.31596907,-1.34815605,4.34467541,-0.60968395,-1.67430888,-11,-11,-11,-11,-1.56699455,-11,-2.59338999,-11,-4.04079011,-11,1.57905245,-2.42881434,-1.26035197,-3.63497657,0.07257781,-11,-1.53400192,-11,-2.7405163,-4.42026729,-3.21219876,-1.19042678,-3.04779379,-2.17050336,-3.83228117,-2.9060841,-1.17863029,1.65131234,-7.03929196,-11
-4.077504048,-11,0.790345923,-1.710769418,-3.720028768,-1.392031138,0.723797083,-2.772684288,-2.650172858,2.877116203,-1.537350588,-0.604384807,-11,-11,-2.821905998,-11,-11,-11,-4.154677908,-11,-2.233891068,-11,0.487423493,-5.019093398,-1.138233578,-8.371996838,0.614259113,-11,-2.912538558,-11,-4.426033348,-11,-9.132955358,-1.948366368,-11,-0.623669417,-11,-11,-2.941393288,-0.305032257,-11,-11
-2.477374145,-11,0.954954995,-1.978253865,-11,-1.726524595,2.614267535,-0.538862975,-1.521423395,3.165856805,1.001646895,-0.813919225,-11,-11,-11,-11,-2.502633225,-11,-11,-11,-11,-11,2.617976825,-3.121322695,-1.661981695,-4.478195905,-0.900945825,-11,-2.121884275,-11,-11,-11,-5.061282315,-1.346031035,-11,-4.610995345,-3.954326255,-11,-1.368904255,0.808087585,-7.132795595,-11
-2.269827288,-11,4.323448173,-0.498737987,-1.767240988,-1.904954358,1.611313653,-5.920164058,-1.772272368,2.984680853,-0.313317558,-0.973554438,-11,-3.774612638,-3.515045118,-3.173055548,-4.401710648,-11,-3.505908388,-11,-11,-4.306969768,0.640682393,-0.838051377,-1.903283158,-11,-0.161068197,-11,-0.495573367,-11,-5.060556318,-5.311759558,-5.157073158,-0.023103477,-2.641349878,0.184690483,-4.324956398,-3.006280838,-1.875168768,-1.106275058,-6.526733668,-4.382502938
-3.908722758,-4.922628428,1.419574653,-0.620346788,-4.438920598,-2.488234248,0.656694742,-0.746181738,-3.025952808,2.752715093,0.372880213,-1.894359788,-11,-11,-11,-11,-0.818033808,-11,-2.820359478,-11,-4.561697878,-5.437446588,2.621035253,-0.573295948,-1.909274088,-5.094017568,-1.482719868,-11,-0.503332368,-6.632049798,-6.247480648,-11,-5.673216738,-2.489530018,-4.502713298,-5.888710498,-11,-4.938142798,-1.580281478,0.570906692,-5.451704918,-2.244120598
-0.63389739,-11,3.98958352,0.31652081,-2.19324825,-0.93457444,2.4698402,-1.26585051,-2.30377868,4.12478647,-0.07880872,-1.91385847,-11,-11,-1.42600905,-11,-2.31996294,-11,-1.4611932,-11,-11,-2.0871859,1.56872143,0.06004388,-1.23717148,-11,1.21426082,-3.31914498,0.0517441,-11,-11,-11,-3.58089664,0.09878688,-11,-1.09864708,-2.86747499,-4.86852015,-1.6746619,0.61542717,-11,-11
-1.077411973,-11,4.513598908,-0.559109673,-1.023699153,-2.993066333,2.018953678,-2.362080943,-2.300215373,2.977338568,0.892870318,-1.329088663,-3.348242903,-11,-0.024059472,-1.994225253,-1.556892563,-11,-3.571884453,-11,-1.259426753,-2.051987383,0.821691277,-0.023539613,-1.089232273,-4.473589103,1.993297238,-11,-0.584091983,-5.444362583,-0.000402683,-3.896203483,-5.744736803,-0.310361133,-3.151292233,0.489682018,0.025098047,-11,-1.712930383,-0.142836143,-11,-4.602128303
-4.519112883,-11,-2.841947373,-0.964050262,-2.505066403,-11,0.661419058,1.320189348,-1.146707683,1.578085048,1.298827928,-1.161268563,-2.486366773,-11,-11,-11,0.174614848,-11,-11,-11,-11,-11,2.366459878,-3.399620143,0.206403318,-5.787837713,-11,-2.906110623,-1.666324683,-5.621341813,-11,-11,-7.088277393,-2.603120783,-11,-11,-11,-3.022189613,-1.792836763,1.948876758,-7.135592993,-11
-3.21369757,-11,2.78168888,-1.15312808,-4.16454547,-1.649262,2.4221381,-11,-2.10703601,3.46247475,0.22692128,0.3274932,-4.80789543,-4.58173531,-0.92564581,-2.34577374,-2.07157301,-11,-2.48389394,-11,-1.62224379,-1.91892609,0.89965747,0.54481578,0.11620238,-6.62154099,0.08788387,-4.51165106,0.22117669,-11,0.16891898,-5.00902337,-6.27934803,-0.68815436,-11,0.73033127,-2.06262108,-4.39795109,-2.11348115,0.10534271,-7.32044299,-3.7853314
-3.438355453,-11,0.312752177,-1.273192303,-4.412613463,-3.162575113,0.763815438,-0.286652092,-2.369056303,1.368058728,0.751088068,-0.981676573,-11,-11,-11,-5.982129823,-1.416322033,-11,-2.443625103,-11,-11,-11,1.985995288,-2.573219473,-1.357085513,-4.326346873,-11,-3.731180853,-0.921421112,-11,-11,-11,-5.213437003,-1.947958953,-11,-6.243862783,-11,-3.906731833,-1.782655053,-0.186046833,-4.390076663,-3.804340803
-3.579197183,-6.194814073,-1.769266213,-1.709763353,-11,-4.570619183,-1.279632933,0.661168548,-1.169588173,2.497812188,-0.598728032,-1.002653063,-11,-11,-11,-11,-1.087218053,-11,-3.588763103,-11,-11,-11,1.482193278,-1.296701373,-1.534241263,-3.917032103,-1.269835483,-4.607269253,-0.400413212,-11,-11,-11,-5.000636063,-1.220879243,-11,-3.106122453,-11,-2.624006443,-1.238427883,1.509253918,-5.635943533,-3.405075073
-3.39931385,-11,0.25161269,-0.64782771,-5.22712761,-3.30924086,0.88519524,-0.34894291,-1.29566421,2.89057743,1.16322722,-0.47799513,-11,-11,-11,-4.53136168,-0.69340585,-11,-4.40248655,-11,-11,-11,2.16514793,-3.8531836,-0.98747022,-4.67046654,-11,-3.75893946,-1.37468229,-5.19002075,-11,-11,-5.70543272,-2.22916751,-3.74638951,-5.60635681,-5.96381988,-2.61708078,-1.44577797,-0.0518012,-4.75151583,-5.68351477
-2.867710355,-11,2.199679555,-0.173511145,-2.266146645,-1.442147245,2.149756155,-2.265607245,-2.056001885,4.101048715,-0.026063205,-0.842568205,-11,-11,-11,-11,-1.243136065,-11,-3.580053375,-11,-3.075625075,-3.847560935,1.204891485,-1.141707635,-1.759265145,-5.663256085,0.079581735,-3.280525455,-0.980495565,-11,-2.195052765,-6.484823585,-4.820508265,-0.553911785,-11,-0.362000795,-11,-3.731825185,-0.965995385,0.798404785,-8.095442265,-5.574913475
-2.884520688,-11,3.182692473,-0.810989258,-2.662301688,-1.527983718,1.713881303,0.119808482,-1.820319348,3.759312103,0.379618632,-0.758885158,-11,-11,-11,-3.974778428,-1.167738768,-11,-11,-11,-5.411733398,-4.076959488,1.977193793,-1.764018958,-2.081387478,-5.045941218,-2.332718788,-11,0.071219602,-4.571355488,-4.925175068,-6.242386238,-4.832881518,-2.023244638,-3.137233998,-3.296544508,-11,-3.741583988,-2.762087818,0.841949952,-4.025362448,-4.304369298
-2.622646365,-11,2.384015775,-0.706421295,-1.349295835,-1.070044475,2.301437435,-2.409307925,-2.196079925,1.855957775,1.011272455,0.830838215,-3.932370845,-11,-11,-2.322110665,-1.021406015,-11,-2.146331395,-11,-1.895300145,-4.006493125,1.853609065,-2.079599265,-0.802453455,-3.713625375,-0.070766665,-11,-1.727183695,-11,0.008708065,-11,-6.038633995,-11,-3.476515425,0.225507595,-11,-11,-2.917112455,0.606043455,-11,-11
-5.81284005,-11,-4.73888437,0.02249401,-11,-4.20248909,0.58430069,0.28152921,-2.76942812,3.41028249,0.46126315,0.12663129,-11,-11,-11,-11,-1.78431409,-11,-3.87760908,-11,-11,-11,2.19775453,-1.23423239,-0.07824049,-4.7176999,-1.9432235,-11,-2.87316604,-11,-11,-11,-4.93653771,-1.71076258,-11,-3.90936218,-11,-11,-0.90797471,1.00189957,-5.27693018,-3.98163167
-3.25621334,-11,3.31525097,-0.6427455,-2.572374,-2.08323479,1.30655805,-2.93622346,-3.96016412,3.37244338,0.28431207,-0.55775461,-11,-11,-4.98827947,-3.94366357,-2.59797462,-11,-2.82298628,-11,-3.06309348,-11,1.53909438,-1.94486314,-1.11995316,-4.71453537,-0.81737941,-4.18940858,-1.48697592,-11,-2.8242987,-11,-5.54353899,-1.07177843,-11,-1.84663844,-11,-3.44466149,-3.17194953,-0.82759707,-6.34259786,-3.05383189
-3.183153298,-11,2.808671563,-1.088383248,-2.736612478,-1.993047118,-0.628345608,-1.568235278,-2.846300078,2.886219473,0.592774233,-0.882614927,-11,-11,-11,-11,-0.763157778,-11,-11,-11,-11,-4.783652318,1.230303143,-2.855387138,-0.292764598,-6.073868438,-1.495606938,-11,-0.495409508,-11,-11,-4.383907428,-6.292597428,-1.543862928,-3.233718158,-2.944482248,-11,-1.985826158,-0.965384237,-0.454207977,-5.354220768,-2.574517468
-2.935424973,-11,0.581490918,-0.495517123,-3.369293233,-4.586257643,1.876423728,-1.406606993,-1.832927203,3.577803138,0.479560158,-3.099203003,-11,-11,-11,-11,-1.450984843,-11,-11,-11,-11,-5.310286763,1.768544948,-2.676091253,-1.785474403,-4.398266463,-1.377148963,-5.490937733,-0.621402313,-11,-11,-11,-4.436241263,-0.860557023,-3.828307243,-11,-3.739607563,-3.916413073,-1.490655873,-0.562082653,-6.193579893,-4.757797353
-3.138268423,-11,1.184022838,0.015319187,-4.651149493,-2.348178653,2.172981108,-0.352081533,-2.487426883,3.437304098,0.583327387,-0.969697513,-4.794053823,-11,-2.538461473,-3.746032253,-1.118208743,-11,-3.222902583,-11,-11,-11,1.184540338,-2.009707823,-1.686565683,-2.730895333,-0.819932973,-11,-4.704021183,-6.040696723,-11,-11,-6.935458403,-2.282303083,-11,-3.810665733,-11,-2.871069193,-3.595000153,-0.743352333,-7.206239343,-11
-3.253664758,-11,2.801717323,-1.247752058,-11,-2.676122468,2.103104403,-1.497720338,-2.553634348,3.533254583,-0.794097187,-2.151742698,-11,-11,-3.468658288,-11,-2.013677538,-11,-11,-11,-4.723403958,-4.471884388,1.276693533,-1.760553448,-1.060593198,-2.423284118,-2.140073108,-11,-2.016202418,-11,-11,-11,-5.129323098,-0.176817027,-11,-3.181145208,-11,-3.317137058,-0.669125297,0.952151183,-11,-3.201724518
-4.662202683,-11,1.820546478,-0.072272002,-1.571644473,-1.117687433,2.355103338,-2.652873493,-2.676270003,3.260898048,-0.076107842,-0.926492583,-11,-11,-11,-11,-2.213510143,-11,-3.519345333,-11,-5.381887613,-11,2.010624988,-1.656227773,-1.173308103,-4.671575133,-1.652506133,-1.898103453,0.053820538,-5.966114763,-2.938542893,-5.954900403,-5.016614643,-0.771917672,-11,-3.203543793,-11,-11,-2.355617253,-0.498431602,-4.188263473,-4.029449333
-2.547715228,-11,3.506101603,-0.271628987,-1.122673448,-1.214273538,1.536897193,-1.539326118,-2.426752558,4.014815413,-0.052607957,-0.402014088,-11,-11,-11,-11,-2.638843118,-11,-2.745905868,-11,-11,-3.188697178,2.569296543,-2.056494698,-1.968468918,-4.953167268,-1.803088758,-1.419828078,0.056879073,-11,-11,-11,-4.521999158,-0.077238727,-2.477641278,-3.754475678,-4.976691918,-3.106913248,-1.527682408,-0.125775387,-7.144147708,-11
-2.14781984,-11,4.20612096,0.34617207,-0.18868564,-0.61110743,1.66858534,-4.11773562,-1.7751713,4.54520066,0.40650478,-0.68053163,-11,-11,-11,-11,-2.68067427,-11,-1.51950316,-11,-4.14501605,-4.2687907,2.45474847,-0.82306649,-1.84578695,-11,0.20923319,-1.90698084,0.27585359,-11,-11,-11,-4.37022891,0.28592147,-11,-2.82197271,-5.02502115,-1.56407399,-1.44593414,-0.25917629,-6.78980615,-4.86911344
-3.329255423,-11,1.887544138,-1.388967963,-2.994418303,-4.822685333,1.076493558,-0.355007543,-1.730880933,3.031325758,1.376084018,-1.040422873,-11,-11,-11,-11,-1.621789673,-11,-3.001514783,-11,-11,-3.612096293,2.593622088,-2.636582183,-1.348630203,-4.289565773,-3.550935703,-11,0.401985988,-11,-11,-11,-4.316388243,-1.237722653,-3.283279733,-6.132052003,-11,-4.308752403,-2.494644393,0.842829138,-4.387216433,-1.655805133
-3.76164296,-11,2.39302732,-0.88857797,-2.23035328,-2.45216523,1.28830009,-0.69676374,-1.29702937,3.13189888,0.29658617,-0.41127567,-11,-11,-11,-4.07006618,-1.07252711,-11,-11,-11,-4.70113418,-4.31680507,1.68248402,-1.18335136,-1.17224029,-5.95672941,-1.09535028,-11,-2.03516726,-11,-3.70483007,-6.49631719,-5.15922488,-1.65174901,-4.25762192,-2.98001996,-11,-2.47142263,-1.40498097,0.99859149,-5.70799395,-11
-2.09576128,-11,2.60483615,0.90725002,-1.92148502,-0.36650015,1.67697501,-0.25041612,-3.89375498,2.78643201,-0.3997502,-0.40693291,-11,-11,-11,-2.89543082,-0.07149407,-11,-11,-11,-4.52805534,-2.65274972,2.46923807,-1.19335671,-1.09035913,-11,-0.33262502,-2.18369675,-0.7101332,-11,-3.49320864,-11,-4.49788265,-2.55368231,-11,-4.20944767,-11,-3.54595069,-1.29271646,0.20157713,-5.97897607,-2.91464198
-11,0.414575965,-11,-3.606440165,-11,-11,0.525387355,-11,-4.403735425,-11,0.511335745,1.934811525,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-4.367291565,-4.012433655,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-2.803842645,-11,-3.685101505,-11,-11,-11,-2.008228405
-2.612289055,-11,-0.698757795,-1.865827575,-11,-2.376329295,0.071747855,-0.123186105,-2.449145875,1.416909705,0.550639615,0.589637715,-11,-11,-5.330713225,-4.235289855,-1.532100575,-11,-4.397934145,-11,-11,-5.831173095,1.190794125,-3.538902345,-2.898026915,-4.894427585,-2.215261735,-5.491509345,-1.902651915,-11,-11,-11,-5.166030595,-1.540851205,-11,-6.012047505,-11,-3.981646285,-1.129131795,0.431772415,-4.695170385,-3.814950935
-1.7127588,-11,1.16279146,-1.6100566,-11,-2.20366599,2.01668332,-0.02812377,-1.35274426,2.86180774,0.45783545,-0.96722313,-11,-11,-11,-11,-1.24085019,-11,-11,-11,-3.89830936,-11,2.27697657,-3.59101834,-1.26569632,-3.04174429,-11,-11,-0.64257058,-11,-11,-11,-4.71538592,-1.24839366,-3.74049976,-4.51291187,-11,-1.56197675,0.08287085,1.50500783,-7.62953717,-2.14541506
-5.42489712,-11,-0.54427741,-1.09911798,-11,-2.62494974,-0.24516555,0.56808114,-2.93364376,3.25149343,0.50068855,-1.42735222,-11,-11,-11,-3.50797247,-2.04350392,-11,-11,-11,-7.44998667,-11,1.95314465,-2.08134832,-1.75164579,-5.81481946,-1.71170373,-11,-0.1169983,-11,-11,-11,-5.64326374,-2.85995206,-11,-4.72200499,-4.23741227,-4.25745986,-0.97837819,0.38038767,-4.58220765,-3.63952665
-2.87240703,-11,3.2501158,-0.54219551,-2.79267521,-2.20224255,1.04086159,-1.83675959,-2.22054519,2.00505827,-0.03732579,0.58625526,-11,-3.52823193,-3.70534219,-11,-0.58877058,-11,-2.1312439,-11,-3.10272493,-3.00914792,0.31489009,-0.89557948,-1.32220786,-7.03069472,0.78127901,-11,-2.48313019,-7.1464072,-3.4936664,-6.75862152,-4.81356497,-1.30108631,-4.26911,0.26230148,-3.14785382,-11,-2.01047945,-0.79933782,-11,-6.02650258
-1.932444918,-11,1.242583363,-0.617240548,-1.910469818,-1.140041398,2.347207933,-1.645373658,-2.200346998,4.057373453,-0.580936818,-1.125348308,-11,-11,-11,-11,-1.090961298,-11,-11,-11,-5.434634168,-4.059853248,1.850678803,-2.686769608,-1.745443898,-4.238764018,-0.965165568,-11,-0.370884498,-11,-8.353585798,-11,-4.602787448,-1.310631808,-11,-3.470939248,-4.438244698,-4.291093448,-1.350788808,0.237855122,-5.366321958,-11
-3.544136335,-11,2.086867295,-0.002986685,-4.744013045,-1.735467355,1.123791985,-1.828155465,-2.680813405,3.080358835,0.005910035,-3.188382995,-11,-11,-11,-11,-0.383669155,-11,-2.144986775,-11,-3.188228805,-11,1.626578075,-1.798932835,-2.555405625,-4.238905105,-1.436927365,-11,-1.041728565,-11,-3.391683215,-11,-6.609235345,-0.327751825,-4.296298855,-3.735954975,-5.238471675,-4.471438815,-1.820577785,0.535083655,-6.673081715,-4.450739245
-2.336778765,-11,0.627841665,0.366821585,-11,-3.317189975,1.635692105,0.126369535,-0.531179325,4.755725415,0.743520135,-2.880354865,-11,-11,-11,-11,0.217060885,-11,-11,-11,-11,-11,3.138344605,-1.224733385,0.264274885,-2.780859555,-1.107259685,-11,0.192159885,-11,-11,-11,-4.253182395,-11,-11,-11,-11,-2.725941385,-1.131005635,1.119178015,-5.468286085,-11
-3.92487932,-11,1.91702379,-0.97393803,-4.6895292,-2.37986247,0.99784921,-2.05894631,-2.59675509,3.36926653,0.25306167,-0.96871293,-11,-11,-11,-11,-0.26526537,-11,-2.90910374,-11,-11,-4.97243572,1.1444272,-2.63077492,-1.00034235,-3.64296773,-0.76034548,-11,-1.10938238,-11,-11,-6.91100257,-5.95145443,-1.59014861,-11,-3.67346621,-11,-4.1176863,-2.18082633,0.55672176,-6.86358721,-11
